"","ZCTA","year","month","type","crime_count"
"4483","68124",2022,"September","criminal mischief",10
"4484","68124",2022,"September","other crimes",42
"4485","68124",2022,"September","theft",46
"4486","68124",2022,"October","theft",1
"4487","68127",2018,"January","assault",10
"4488","68127",2018,"January","burglary",5
"4489","68127",2018,"January","criminal mischief",10
"4490","68127",2018,"January","other crimes",29
"4491","68127",2018,"January","theft",46
"4492","68127",2018,"February","assault",24
"4493","68127",2018,"February","burglary",3
"4494","68127",2018,"February","criminal mischief",8
"4495","68127",2018,"February","other crimes",37
"4496","68127",2018,"February","theft",49
"4497","68127",2018,"March","assault",12
"4498","68127",2018,"March","burglary",8
"4499","68127",2018,"March","criminal mischief",14
"4500","68127",2018,"March","other crimes",43
"4501","68127",2018,"March","theft",65
"4502","68127",2018,"April","assault",13
"4503","68127",2018,"April","burglary",9
"4504","68127",2018,"April","criminal mischief",14
"4505","68127",2018,"April","other crimes",29
"4506","68127",2018,"April","theft",66
"4507","68127",2018,"May","assault",23
"4508","68127",2018,"May","burglary",7
"4509","68127",2018,"May","criminal mischief",29
"4510","68127",2018,"May","other crimes",42
"4511","68127",2018,"May","theft",77
"4512","68127",2018,"June","assault",18
"4513","68127",2018,"June","burglary",3
"4514","68127",2018,"June","criminal mischief",12
"4515","68127",2018,"June","other crimes",23
"4516","68127",2018,"June","theft",61
"4517","68127",2018,"July","assault",13
"4518","68127",2018,"July","burglary",5
"4519","68127",2018,"July","criminal mischief",11
"4520","68127",2018,"July","other crimes",20
"4521","68127",2018,"July","theft",54
"4522","68127",2018,"August","assault",12
"4523","68127",2018,"August","burglary",4
"4524","68127",2018,"August","criminal mischief",14
"4525","68127",2018,"August","other crimes",15
"4526","68127",2018,"August","theft",57
"4527","68127",2018,"September","assault",3
"4528","68127",2018,"September","burglary",5
"4529","68127",2018,"September","criminal mischief",6
"4530","68127",2018,"September","other crimes",18
"4531","68127",2018,"September","theft",33
"4532","68127",2018,"October","assault",10
"4533","68127",2018,"October","burglary",5
"4534","68127",2018,"October","criminal mischief",14
"4535","68127",2018,"October","other crimes",18
"4536","68127",2018,"October","theft",52
"4537","68127",2018,"November","assault",7
"4538","68127",2018,"November","burglary",5
"4539","68127",2018,"November","criminal mischief",12
"4540","68127",2018,"November","other crimes",12
"4541","68127",2018,"November","theft",45
"4542","68127",2018,"December","assault",5
"4543","68127",2018,"December","burglary",6
"4544","68127",2018,"December","criminal mischief",11
"4545","68127",2018,"December","other crimes",20
"4546","68127",2018,"December","theft",54
"4547","68127",2019,"January","assault",9
"4548","68127",2019,"January","burglary",2
"4549","68127",2019,"January","criminal mischief",15
"4550","68127",2019,"January","other crimes",19
"4551","68127",2019,"January","theft",67
"4552","68127",2019,"February","assault",4
"4553","68127",2019,"February","burglary",2
"4554","68127",2019,"February","criminal mischief",11
"4555","68127",2019,"February","other crimes",17
"4556","68127",2019,"February","theft",42
"4557","68127",2019,"March","assault",6
"4558","68127",2019,"March","criminal mischief",11
"4559","68127",2019,"March","other crimes",16
"4560","68127",2019,"March","theft",54
"4561","68127",2019,"April","assault",9
"4562","68127",2019,"April","burglary",1
"4563","68127",2019,"April","criminal mischief",7
"4564","68127",2019,"April","other crimes",14
"4565","68127",2019,"April","theft",71
"4566","68127",2019,"May","assault",12
"4567","68127",2019,"May","burglary",1
"4568","68127",2019,"May","criminal mischief",12
"4569","68127",2019,"May","other crimes",17
"4570","68127",2019,"May","theft",44
"4571","68127",2019,"June","assault",6
"4572","68127",2019,"June","burglary",2
"4573","68127",2019,"June","criminal mischief",8
"4574","68127",2019,"June","other crimes",11
"4575","68127",2019,"June","theft",50
"4576","68127",2019,"July","assault",6
"4577","68127",2019,"July","burglary",8
"4578","68127",2019,"July","criminal mischief",13
"4579","68127",2019,"July","other crimes",21
"4580","68127",2019,"July","theft",52
"4581","68127",2019,"August","assault",11
"4582","68127",2019,"August","burglary",2
"4583","68127",2019,"August","criminal mischief",10
"4584","68127",2019,"August","other crimes",22
"4585","68127",2019,"August","theft",45
"4586","68127",2019,"September","assault",1
"4587","68127",2019,"September","burglary",1
"4588","68127",2019,"September","criminal mischief",3
"4589","68127",2019,"September","other crimes",10
"4590","68127",2019,"September","theft",13
"4591","68127",2019,"October","assault",1
"4592","68127",2019,"October","other crimes",3
"4593","68127",2019,"October","theft",13
"4594","68127",2019,"November","criminal mischief",1
"4595","68127",2019,"November","other crimes",2
"4596","68127",2019,"November","theft",10
"4597","68127",2019,"December","other crimes",3
"4598","68127",2019,"December","theft",5
"4599","68127",2020,"January","burglary",1
"4600","68127",2020,"January","criminal mischief",2
"4601","68127",2020,"January","other crimes",4
"4602","68127",2020,"January","theft",18
"4603","68127",2020,"February","criminal mischief",3
"4604","68127",2020,"February","other crimes",3
"4605","68127",2020,"February","theft",3
"4606","68127",2020,"March","assault",2
"4607","68127",2020,"March","criminal mischief",1
"4608","68127",2020,"March","other crimes",7
"4609","68127",2020,"March","theft",16
"4610","68127",2020,"April","other crimes",2
"4611","68127",2020,"April","theft",8
"4612","68127",2020,"May","assault",3
"4613","68127",2020,"May","burglary",1
"4614","68127",2020,"May","other crimes",11
"4615","68127",2020,"May","theft",4
"4616","68127",2020,"June","assault",2
"4617","68127",2020,"June","criminal mischief",1
"4618","68127",2020,"June","other crimes",1
"4619","68127",2020,"June","theft",7
"4620","68127",2020,"July","assault",1
"4621","68127",2020,"July","burglary",1
"4622","68127",2020,"July","other crimes",6
"4623","68127",2020,"July","theft",2
"4624","68127",2020,"August","other crimes",3
"4625","68127",2020,"August","theft",14
"4626","68127",2020,"September","other crimes",2
"4627","68127",2020,"September","theft",12
"4628","68127",2020,"October","assault",1
"4629","68127",2020,"October","criminal mischief",1
"4630","68127",2020,"October","other crimes",4
"4631","68127",2020,"October","theft",6
"4632","68127",2020,"November","assault",2
"4633","68127",2020,"November","criminal mischief",1
"4634","68127",2020,"November","other crimes",1
"4635","68127",2020,"November","theft",5
"4636","68127",2020,"December","other crimes",3
"4637","68127",2020,"December","theft",7
"4638","68127",2021,"January","assault",7
"4639","68127",2021,"January","burglary",5
"4640","68127",2021,"January","criminal mischief",15
"4641","68127",2021,"January","other crimes",15
"4642","68127",2021,"January","theft",38
"4643","68127",2021,"February","assault",7
"4644","68127",2021,"February","burglary",4
"4645","68127",2021,"February","criminal mischief",12
"4646","68127",2021,"February","other crimes",19
"4647","68127",2021,"February","theft",28
"4648","68127",2021,"March","assault",8
"4649","68127",2021,"March","burglary",4
"4650","68127",2021,"March","criminal mischief",17
"4651","68127",2021,"March","other crimes",23
"4652","68127",2021,"March","theft",33
"4653","68127",2021,"April","assault",9
"4654","68127",2021,"April","burglary",9
"4655","68127",2021,"April","criminal mischief",8
"4656","68127",2021,"April","other crimes",25
"4657","68127",2021,"April","theft",23
"4658","68127",2021,"May","assault",9
"4659","68127",2021,"May","burglary",3
"4660","68127",2021,"May","criminal mischief",14
"4661","68127",2021,"May","other crimes",19
"4662","68127",2021,"May","theft",20
"4663","68127",2021,"June","assault",11
"4664","68127",2021,"June","burglary",2
"4665","68127",2021,"June","criminal mischief",8
"4666","68127",2021,"June","other crimes",26
"4667","68127",2021,"June","theft",25
"4668","68127",2021,"July","assault",14
"4669","68127",2021,"July","burglary",3
"4670","68127",2021,"July","criminal mischief",10
"4671","68127",2021,"July","other crimes",20
"4672","68127",2021,"July","theft",29
"4673","68127",2021,"August","assault",10
"4674","68127",2021,"August","burglary",3
"4675","68127",2021,"August","criminal mischief",6
"4676","68127",2021,"August","other crimes",26
"4677","68127",2021,"August","theft",40
"4678","68127",2021,"September","assault",12
"4679","68127",2021,"September","burglary",1
"4680","68127",2021,"September","criminal mischief",8
"4681","68127",2021,"September","other crimes",22
"4682","68127",2021,"September","theft",39
"4683","68127",2021,"October","assault",10
"4684","68127",2021,"October","burglary",5
"4685","68127",2021,"October","criminal mischief",8
"4686","68127",2021,"October","other crimes",22
"4687","68127",2021,"October","theft",39
"4688","68127",2021,"November","assault",5
"4689","68127",2021,"November","burglary",2
"4690","68127",2021,"November","criminal mischief",9
"4691","68127",2021,"November","other crimes",20
"4692","68127",2021,"November","theft",23
"4693","68127",2021,"December","assault",7
"4694","68127",2021,"December","burglary",7
"4695","68127",2021,"December","criminal mischief",17
"4696","68127",2021,"December","other crimes",26
"4697","68127",2021,"December","theft",29
"4698","68127",2022,"January","assault",7
"4699","68127",2022,"January","burglary",15
"4700","68127",2022,"January","criminal mischief",5
"4701","68127",2022,"January","other crimes",18
"4702","68127",2022,"January","theft",17
"4703","68127",2022,"February","assault",10
"4704","68127",2022,"February","burglary",3
"4705","68127",2022,"February","criminal mischief",9
"4706","68127",2022,"February","other crimes",18
"4707","68127",2022,"February","theft",25
"4708","68127",2022,"March","assault",13
"4709","68127",2022,"March","burglary",3
"4710","68127",2022,"March","criminal mischief",12
"4711","68127",2022,"March","other crimes",22
"4712","68127",2022,"March","theft",41
"4713","68127",2022,"April","assault",16
"4714","68127",2022,"April","burglary",4
"4715","68127",2022,"April","criminal mischief",10
"4716","68127",2022,"April","other crimes",24
"4717","68127",2022,"April","theft",29
"4718","68127",2022,"May","assault",14
"4719","68127",2022,"May","burglary",2
"4720","68127",2022,"May","criminal mischief",12
"4721","68127",2022,"May","other crimes",28
"4722","68127",2022,"May","theft",34
"4723","68127",2022,"June","assault",6
"4724","68127",2022,"June","burglary",1
"4725","68127",2022,"June","criminal mischief",9
"4726","68127",2022,"June","other crimes",33
"4727","68127",2022,"June","theft",26
"4728","68127",2022,"July","assault",17
"4729","68127",2022,"July","burglary",9
"4730","68127",2022,"July","criminal mischief",15
"4731","68127",2022,"July","other crimes",32
"4732","68127",2022,"July","theft",24
"4733","68127",2022,"August","assault",13
"4734","68127",2022,"August","burglary",6
"4735","68127",2022,"August","criminal mischief",13
"4736","68127",2022,"August","other crimes",30
"4737","68127",2022,"August","theft",27
"4738","68127",2022,"September","assault",9
"4739","68127",2022,"September","burglary",8
"4740","68127",2022,"September","criminal mischief",9
"4741","68127",2022,"September","other crimes",34
"4742","68127",2022,"September","theft",30
"4743","68127",2022,"October","assault",1
"4744","68127",2022,"October","criminal mischief",1
"4745","68127",2022,"October","other crimes",1
"4746","68127",2022,"October","theft",2
"4747","68128",2018,"February","assault",1
"4748","68128",2018,"February","theft",1
"4749","68128",2018,"March","other crimes",1
"4750","68128",2018,"May","other crimes",1
"4751","68128",2018,"July","other crimes",1
"4752","68128",2018,"September","assault",1
"4753","68128",2018,"September","criminal mischief",1
"4754","68128",2018,"September","theft",2
"4755","68128",2018,"October","other crimes",1
"4756","68128",2019,"January","assault",1
"4757","68128",2019,"April","theft",2
"4758","68128",2019,"June","criminal mischief",2
"4759","68128",2019,"June","other crimes",1
"4760","68128",2019,"June","theft",2
"4761","68128",2019,"July","criminal mischief",2
"4762","68128",2019,"September","criminal mischief",1
"4763","68128",2019,"September","theft",1
"4764","68128",2019,"October","theft",1
"4765","68128",2020,"February","theft",1
"4766","68128",2020,"April","assault",1
"4767","68128",2020,"May","burglary",1
"4768","68128",2021,"March","other crimes",1
"4769","68128",2021,"March","theft",1
"4770","68128",2021,"May","assault",1
"4771","68128",2021,"June","criminal mischief",1
"4772","68128",2021,"June","other crimes",2
"4773","68128",2021,"June","theft",3
"4774","68128",2021,"July","theft",1
"4775","68128",2021,"August","assault",1
"4776","68128",2021,"September","criminal mischief",1
"4777","68128",2021,"September","other crimes",1
"4778","68128",2021,"September","theft",1
"4779","68128",2021,"November","assault",2
"4780","68128",2021,"November","other crimes",3
"4781","68128",2021,"December","assault",1
"4782","68128",2021,"December","other crimes",4
"4783","68128",2022,"February","theft",1
"4784","68128",2022,"April","other crimes",1
"4785","68128",2022,"April","theft",2
"4786","68128",2022,"May","other crimes",1
"4787","68128",2022,"June","assault",1
"4788","68128",2022,"June","other crimes",1
"4789","68128",2022,"June","theft",1
"4790","68128",2022,"July","theft",2
"4791","68128",2022,"August","burglary",1
"4792","68128",2022,"August","criminal mischief",3
"4793","68128",2022,"September","burglary",2
"4794","68128",2022,"September","criminal mischief",1
"4795","68130",2018,"January","assault",5
"4796","68130",2018,"January","criminal mischief",6
"4797","68130",2018,"January","other crimes",7
"4798","68130",2018,"January","theft",30
"4799","68130",2018,"February","assault",3
"4800","68130",2018,"February","criminal mischief",2
"4801","68130",2018,"February","other crimes",8
"4802","68130",2018,"February","theft",17
"4803","68130",2018,"March","assault",5
"4804","68130",2018,"March","burglary",2
"4805","68130",2018,"March","criminal mischief",3
"4806","68130",2018,"March","other crimes",9
"4807","68130",2018,"March","theft",24
"4808","68130",2018,"April","assault",3
"4809","68130",2018,"April","criminal mischief",7
"4810","68130",2018,"April","other crimes",6
"4811","68130",2018,"April","theft",18
"4812","68130",2018,"May","assault",5
"4813","68130",2018,"May","criminal mischief",8
"4814","68130",2018,"May","other crimes",11
"4815","68130",2018,"May","theft",18
"4816","68130",2018,"June","assault",3
"4817","68130",2018,"June","criminal mischief",6
"4818","68130",2018,"June","other crimes",18
"4819","68130",2018,"June","theft",27
"4820","68130",2018,"July","assault",3
"4821","68130",2018,"July","burglary",1
"4822","68130",2018,"July","criminal mischief",6
"4823","68130",2018,"July","other crimes",4
"4824","68130",2018,"July","theft",24
"4825","68130",2018,"August","assault",2
"4826","68130",2018,"August","burglary",1
"4827","68130",2018,"August","criminal mischief",5
"4828","68130",2018,"August","other crimes",2
"4829","68130",2018,"August","theft",14
"4830","68130",2018,"September","assault",3
"4831","68130",2018,"September","criminal mischief",7
"4832","68130",2018,"September","other crimes",5
"4833","68130",2018,"September","theft",18
"4834","68130",2018,"October","assault",1
"4835","68130",2018,"October","burglary",1
"4836","68130",2018,"October","criminal mischief",2
"4837","68130",2018,"October","other crimes",4
"4838","68130",2018,"October","theft",16
"4839","68130",2018,"November","assault",3
"4840","68130",2018,"November","criminal mischief",9
"4841","68130",2018,"November","other crimes",5
"4842","68130",2018,"November","theft",23
"4843","68130",2018,"December","assault",3
"4844","68130",2018,"December","burglary",1
"4845","68130",2018,"December","criminal mischief",7
"4846","68130",2018,"December","other crimes",5
"4847","68130",2018,"December","theft",23
"4848","68130",2019,"January","assault",1
"4849","68130",2019,"January","burglary",1
"4850","68130",2019,"January","criminal mischief",1
"4851","68130",2019,"January","other crimes",1
"4852","68130",2019,"January","theft",18
"4853","68130",2019,"February","assault",2
"4854","68130",2019,"February","burglary",1
"4855","68130",2019,"February","criminal mischief",5
"4856","68130",2019,"February","other crimes",6
"4857","68130",2019,"February","theft",15
"4858","68130",2019,"March","burglary",1
"4859","68130",2019,"March","criminal mischief",3
"4860","68130",2019,"March","other crimes",3
"4861","68130",2019,"March","theft",14
"4862","68130",2019,"April","assault",2
"4863","68130",2019,"April","burglary",3
"4864","68130",2019,"April","criminal mischief",6
"4865","68130",2019,"April","other crimes",6
"4866","68130",2019,"April","theft",14
"4867","68130",2019,"May","assault",2
"4868","68130",2019,"May","other crimes",6
"4869","68130",2019,"May","theft",22
"4870","68130",2019,"June","assault",4
"4871","68130",2019,"June","criminal mischief",4
"4872","68130",2019,"June","other crimes",4
"4873","68130",2019,"June","theft",14
"4874","68130",2019,"July","assault",2
"4875","68130",2019,"July","burglary",4
"4876","68130",2019,"July","criminal mischief",10
"4877","68130",2019,"July","other crimes",10
"4878","68130",2019,"July","theft",19
"4879","68130",2019,"August","assault",3
"4880","68130",2019,"August","burglary",1
"4881","68130",2019,"August","criminal mischief",7
"4882","68130",2019,"August","other crimes",6
"4883","68130",2019,"August","theft",15
"4884","68130",2019,"September","assault",2
"4885","68130",2019,"September","theft",10
"4886","68130",2020,"May","criminal mischief",3
"4887","68130",2020,"May","other crimes",1
"4888","68130",2021,"January","assault",2
"4889","68130",2021,"January","criminal mischief",2
"4890","68130",2021,"January","other crimes",9
"4891","68130",2021,"January","theft",22
"4892","68130",2021,"February","assault",3
"4893","68130",2021,"February","criminal mischief",4
"4894","68130",2021,"February","other crimes",11
"4895","68130",2021,"February","theft",37
"4896","68130",2021,"March","assault",5
"4897","68130",2021,"March","criminal mischief",7
"4898","68130",2021,"March","other crimes",24
"4899","68130",2021,"March","theft",23
"4900","68130",2021,"April","assault",1
"4901","68130",2021,"April","burglary",1
"4902","68130",2021,"April","criminal mischief",10
"4903","68130",2021,"April","other crimes",9
"4904","68130",2021,"April","theft",24
"4905","68130",2021,"May","assault",5
"4906","68130",2021,"May","burglary",3
"4907","68130",2021,"May","criminal mischief",13
"4908","68130",2021,"May","other crimes",14
"4909","68130",2021,"May","theft",39
"4910","68130",2021,"June","assault",4
"4911","68130",2021,"June","criminal mischief",14
"4912","68130",2021,"June","other crimes",13
"4913","68130",2021,"June","theft",50
"4914","68130",2021,"July","assault",8
"4915","68130",2021,"July","burglary",1
"4916","68130",2021,"July","criminal mischief",5
"4917","68130",2021,"July","other crimes",24
"4918","68130",2021,"July","theft",34
"4919","68130",2021,"August","assault",3
"4920","68130",2021,"August","burglary",2
"4921","68130",2021,"August","criminal mischief",12
"4922","68130",2021,"August","other crimes",19
"4923","68130",2021,"August","theft",54
"4924","68130",2021,"September","assault",11
"4925","68130",2021,"September","burglary",1
"4926","68130",2021,"September","criminal mischief",8
"4927","68130",2021,"September","other crimes",26
"4928","68130",2021,"September","theft",36
"4929","68130",2021,"October","assault",3
"4930","68130",2021,"October","criminal mischief",11
"4931","68130",2021,"October","other crimes",20
"4932","68130",2021,"October","theft",37
"4933","68130",2021,"November","assault",2
"4934","68130",2021,"November","burglary",2
"4935","68130",2021,"November","criminal mischief",10
"4936","68130",2021,"November","other crimes",12
"4937","68130",2021,"November","theft",28
"4938","68130",2021,"December","assault",5
"4939","68130",2021,"December","burglary",3
"4940","68130",2021,"December","criminal mischief",7
"4941","68130",2021,"December","other crimes",27
"4942","68130",2021,"December","theft",32
"4943","68130",2022,"January","assault",3
"4944","68130",2022,"January","burglary",2
"4945","68130",2022,"January","criminal mischief",10
"4946","68130",2022,"January","other crimes",18
"4947","68130",2022,"January","theft",45
"4948","68130",2022,"February","assault",6
"4949","68130",2022,"February","burglary",1
"4950","68130",2022,"February","criminal mischief",4
"4951","68130",2022,"February","other crimes",14
"4952","68130",2022,"February","theft",36
"4953","68130",2022,"March","assault",5
"4954","68130",2022,"March","criminal mischief",16
"4955","68130",2022,"March","other crimes",10
"4956","68130",2022,"March","theft",38
"4957","68130",2022,"April","assault",7
"4958","68130",2022,"April","burglary",1
"4959","68130",2022,"April","criminal mischief",8
"4960","68130",2022,"April","other crimes",19
"4961","68130",2022,"April","theft",31
"4962","68130",2022,"May","assault",16
"4963","68130",2022,"May","burglary",1
"4964","68130",2022,"May","criminal mischief",12
"4965","68130",2022,"May","other crimes",19
"4966","68130",2022,"May","theft",31
"4967","68130",2022,"June","assault",6
"4968","68130",2022,"June","criminal mischief",5
"4969","68130",2022,"June","other crimes",9
"4970","68130",2022,"June","theft",24
"4971","68130",2022,"July","assault",12
"4972","68130",2022,"July","criminal mischief",8
"4973","68130",2022,"July","other crimes",14
"4974","68130",2022,"July","theft",36
"4975","68130",2022,"August","assault",7
"4976","68130",2022,"August","burglary",1
"4977","68130",2022,"August","criminal mischief",12
"4978","68130",2022,"August","other crimes",26
"4979","68130",2022,"August","theft",24
"4980","68130",2022,"September","assault",11
"4981","68130",2022,"September","criminal mischief",7
"4982","68130",2022,"September","other crimes",15
"4983","68130",2022,"September","theft",26
"4984","68131",2018,"January","assault",18
"4985","68131",2018,"January","burglary",4
"4986","68131",2018,"January","criminal mischief",14
"4987","68131",2018,"January","other crimes",24
"4988","68131",2018,"January","theft",34
"4989","68131",2018,"February","assault",22
"4990","68131",2018,"February","burglary",1
"4991","68131",2018,"February","criminal mischief",12
"4992","68131",2018,"February","other crimes",31
"4993","68131",2018,"February","theft",24
"4994","68131",2018,"March","assault",27
"4995","68131",2018,"March","burglary",7
"4996","68131",2018,"March","criminal mischief",7
"4997","68131",2018,"March","other crimes",32
"4998","68131",2018,"March","theft",36
"4999","68131",2018,"April","assault",28
"5000","68131",2018,"April","burglary",9
"5001","68131",2018,"April","criminal mischief",16
"5002","68131",2018,"April","other crimes",35
"5003","68131",2018,"April","theft",28
"5004","68131",2018,"May","assault",31
"5005","68131",2018,"May","burglary",7
"5006","68131",2018,"May","criminal mischief",25
"5007","68131",2018,"May","other crimes",37
"5008","68131",2018,"May","theft",32
"5009","68131",2018,"June","assault",32
"5010","68131",2018,"June","burglary",4
"5011","68131",2018,"June","criminal mischief",26
"5012","68131",2018,"June","other crimes",24
"5013","68131",2018,"June","theft",27
"5014","68131",2018,"July","assault",18
"5015","68131",2018,"July","burglary",4
"5016","68131",2018,"July","criminal mischief",16
"5017","68131",2018,"July","other crimes",28
"5018","68131",2018,"July","theft",26
"5019","68131",2018,"August","assault",14
"5020","68131",2018,"August","burglary",5
"5021","68131",2018,"August","criminal mischief",11
"5022","68131",2018,"August","other crimes",20
"5023","68131",2018,"August","theft",43
"5024","68131",2018,"September","assault",8
"5025","68131",2018,"September","burglary",1
"5026","68131",2018,"September","criminal mischief",9
"5027","68131",2018,"September","other crimes",33
"5028","68131",2018,"September","theft",26
"5029","68131",2018,"October","assault",20
"5030","68131",2018,"October","criminal mischief",10
"5031","68131",2018,"October","other crimes",17
"5032","68131",2018,"October","theft",19
"5033","68131",2018,"November","assault",13
"5034","68131",2018,"November","burglary",1
"5035","68131",2018,"November","criminal mischief",8
"5036","68131",2018,"November","other crimes",17
"5037","68131",2018,"November","theft",27
"5038","68131",2018,"December","assault",15
"5039","68131",2018,"December","burglary",1
"5040","68131",2018,"December","criminal mischief",11
"5041","68131",2018,"December","other crimes",24
"5042","68131",2018,"December","theft",27
"5043","68131",2019,"January","assault",3
"5044","68131",2019,"January","burglary",2
"5045","68131",2019,"January","criminal mischief",9
"5046","68131",2019,"January","other crimes",24
"5047","68131",2019,"January","theft",22
"5048","68131",2019,"February","assault",11
"5049","68131",2019,"February","burglary",1
"5050","68131",2019,"February","criminal mischief",10
"5051","68131",2019,"February","other crimes",14
"5052","68131",2019,"February","theft",32
"5053","68131",2019,"March","assault",14
"5054","68131",2019,"March","burglary",2
"5055","68131",2019,"March","criminal mischief",14
"5056","68131",2019,"March","other crimes",30
"5057","68131",2019,"March","theft",20
"5058","68131",2019,"April","assault",23
"5059","68131",2019,"April","burglary",3
"5060","68131",2019,"April","criminal mischief",12
"5061","68131",2019,"April","other crimes",26
"5062","68131",2019,"April","theft",33
"5063","68131",2019,"May","assault",17
"5064","68131",2019,"May","burglary",4
"5065","68131",2019,"May","criminal mischief",8
"5066","68131",2019,"May","other crimes",28
"5067","68131",2019,"May","theft",33
"5068","68131",2019,"June","assault",17
"5069","68131",2019,"June","burglary",3
"5070","68131",2019,"June","criminal mischief",10
"5071","68131",2019,"June","other crimes",19
"5072","68131",2019,"June","theft",27
"5073","68131",2019,"July","assault",13
"5074","68131",2019,"July","burglary",3
"5075","68131",2019,"July","criminal mischief",11
"5076","68131",2019,"July","other crimes",35
"5077","68131",2019,"July","theft",42
"5078","68131",2019,"August","assault",18
"5079","68131",2019,"August","burglary",2
"5080","68131",2019,"August","criminal mischief",16
"5081","68131",2019,"August","other crimes",25
"5082","68131",2019,"August","theft",19
"5083","68131",2019,"September","assault",15
"5084","68131",2019,"September","burglary",1
"5085","68131",2019,"September","criminal mischief",16
"5086","68131",2019,"September","other crimes",19
"5087","68131",2019,"September","theft",32
"5088","68131",2019,"October","assault",20
"5089","68131",2019,"October","burglary",1
"5090","68131",2019,"October","criminal mischief",17
"5091","68131",2019,"October","other crimes",26
"5092","68131",2019,"October","theft",27
"5093","68131",2019,"November","assault",17
"5094","68131",2019,"November","burglary",3
"5095","68131",2019,"November","criminal mischief",18
"5096","68131",2019,"November","other crimes",24
"5097","68131",2019,"November","theft",34
"5098","68131",2019,"December","assault",15
"5099","68131",2019,"December","burglary",1
"5100","68131",2019,"December","criminal mischief",9
"5101","68131",2019,"December","other crimes",17
"5102","68131",2019,"December","theft",18
"5103","68131",2020,"January","assault",24
"5104","68131",2020,"January","burglary",3
"5105","68131",2020,"January","criminal mischief",12
"5106","68131",2020,"January","other crimes",23
"5107","68131",2020,"January","theft",13
"5108","68131",2020,"February","assault",10
"5109","68131",2020,"February","burglary",2
"5110","68131",2020,"February","criminal mischief",13
"5111","68131",2020,"February","other crimes",20
"5112","68131",2020,"February","theft",30
"5113","68131",2020,"March","assault",17
"5114","68131",2020,"March","burglary",2
"5115","68131",2020,"March","criminal mischief",12
"5116","68131",2020,"March","other crimes",23
"5117","68131",2020,"March","theft",26
"5118","68131",2020,"April","assault",7
"5119","68131",2020,"April","burglary",4
"5120","68131",2020,"April","criminal mischief",13
"5121","68131",2020,"April","other crimes",16
"5122","68131",2020,"April","theft",19
"5123","68131",2020,"May","assault",17
"5124","68131",2020,"May","burglary",4
"5125","68131",2020,"May","criminal mischief",11
"5126","68131",2020,"May","other crimes",25
"5127","68131",2020,"May","theft",22
"5128","68131",2020,"June","assault",14
"5129","68131",2020,"June","burglary",3
"5130","68131",2020,"June","criminal mischief",11
"5131","68131",2020,"June","other crimes",32
"5132","68131",2020,"June","theft",16
"5133","68131",2020,"July","assault",17
"5134","68131",2020,"July","burglary",4
"5135","68131",2020,"July","criminal mischief",12
"5136","68131",2020,"July","other crimes",21
"5137","68131",2020,"July","theft",21
"5138","68131",2020,"August","assault",22
"5139","68131",2020,"August","burglary",1
"5140","68131",2020,"August","criminal mischief",15
"5141","68131",2020,"August","other crimes",25
"5142","68131",2020,"August","theft",39
"5143","68131",2020,"September","assault",19
"5144","68131",2020,"September","burglary",3
"5145","68131",2020,"September","criminal mischief",17
"5146","68131",2020,"September","other crimes",29
"5147","68131",2020,"September","theft",33
"5148","68131",2020,"October","assault",11
"5149","68131",2020,"October","burglary",6
"5150","68131",2020,"October","criminal mischief",14
"5151","68131",2020,"October","other crimes",10
"5152","68131",2020,"October","theft",26
"5153","68131",2020,"November","assault",15
"5154","68131",2020,"November","burglary",1
"5155","68131",2020,"November","criminal mischief",14
"5156","68131",2020,"November","other crimes",26
"5157","68131",2020,"November","theft",22
"5158","68131",2020,"December","assault",11
"5159","68131",2020,"December","criminal mischief",9
"5160","68131",2020,"December","other crimes",12
"5161","68131",2020,"December","theft",24
"5162","68131",2021,"January","assault",9
"5163","68131",2021,"January","burglary",4
"5164","68131",2021,"January","criminal mischief",16
"5165","68131",2021,"January","other crimes",38
"5166","68131",2021,"January","theft",26
"5167","68131",2021,"February","assault",33
"5168","68131",2021,"February","burglary",4
"5169","68131",2021,"February","criminal mischief",22
"5170","68131",2021,"February","other crimes",55
"5171","68131",2021,"February","theft",34
"5172","68131",2021,"March","assault",27
"5173","68131",2021,"March","burglary",4
"5174","68131",2021,"March","criminal mischief",21
"5175","68131",2021,"March","other crimes",48
"5176","68131",2021,"March","theft",46
"5177","68131",2021,"April","assault",13
"5178","68131",2021,"April","burglary",4
"5179","68131",2021,"April","criminal mischief",13
"5180","68131",2021,"April","other crimes",54
"5181","68131",2021,"April","theft",28
"5182","68131",2021,"May","assault",30
"5183","68131",2021,"May","burglary",2
"5184","68131",2021,"May","criminal mischief",24
"5185","68131",2021,"May","other crimes",49
"5186","68131",2021,"May","theft",40
"5187","68131",2021,"June","assault",14
"5188","68131",2021,"June","burglary",1
"5189","68131",2021,"June","criminal mischief",15
"5190","68131",2021,"June","other crimes",61
"5191","68131",2021,"June","theft",60
"5192","68131",2021,"July","assault",37
"5193","68131",2021,"July","burglary",10
"5194","68131",2021,"July","criminal mischief",18
"5195","68131",2021,"July","other crimes",55
"5196","68131",2021,"July","theft",58
"5197","68131",2021,"August","assault",32
"5198","68131",2021,"August","burglary",7
"5199","68131",2021,"August","criminal mischief",18
"5200","68131",2021,"August","other crimes",48
"5201","68131",2021,"August","theft",34
"5202","68131",2021,"September","assault",27
