"","year","ZCTA","demographic_category","value"
"644","2018","68152","White SNAP percentage",0.0340591848129537
"645","2018","68152","Black SNAP percentage",0.0909090909090909
"646","2018","68152","Asian SNAP percentage",0.5
"647","2018","68152","Hispanic/Latino SNAP percentage",0.102040816326531
"648","2018","68152","child poverty rate",0.0640495867768595
"649","2018","68154","total households",10109
"650","2018","68154","total households, received SNAP",143
"651","2018","68154","total households, White householder",9054
"652","2018","68154","White households, received SNAP",219
"653","2018","68154","total households, Black householder",470
"654","2018","68154","Black households, received SNAP",74
"655","2018","68154","total households, Asian householder",419
"656","2018","68154","Asian households, received SNAP",0
"657","2018","68154","total households, Hispanic/Latino (any race)",490
"658","2018","68154","Hispanic/Latino households, received SNAP",28
"659","2018","68154","total population",23154
"660","2018","68154","total population under 18",4802
"661","2018","68154","median age total population",37.5
"662","2018","68154","median age male",35.5
"663","2018","68154","median age female",39.9
"664","2018","68154","limited English households, total",171
"665","2018","68154","limited English households, percentage",1.7
"666","2018","68154","total population under 18 in poverty status",333
"667","2018","68154","total SNAP percentage",0.014145810663765
"668","2018","68154","White SNAP percentage",0.0241882041086812
"669","2018","68154","Black SNAP percentage",0.157446808510638
"670","2018","68154","Asian SNAP percentage",0
"671","2018","68154","Hispanic/Latino SNAP percentage",0.0571428571428571
"672","2018","68154","child poverty rate",0.0693461057892545
"673","2018","68164","total households",11893
"674","2018","68164","total households, received SNAP",316
"675","2018","68164","total households, White householder",10212
"676","2018","68164","White households, received SNAP",485
"677","2018","68164","total households, Black householder",1117
"678","2018","68164","Black households, received SNAP",112
"679","2018","68164","total households, Asian householder",213
"680","2018","68164","Asian households, received SNAP",7
"681","2018","68164","total households, Hispanic/Latino (any race)",427
"682","2018","68164","Hispanic/Latino households, received SNAP",33
"683","2018","68164","total population",29143
"684","2018","68164","total population under 18",7230
"685","2018","68164","median age total population",33.6
"686","2018","68164","median age male",33.1
"687","2018","68164","median age female",34.3
"688","2018","68164","limited English households, total",71
"689","2018","68164","limited English households, percentage",0.6
"690","2018","68164","total population under 18 in poverty status",723
"691","2018","68164","total SNAP percentage",0.0265702514083915
"692","2018","68164","White SNAP percentage",0.0474931453192323
"693","2018","68164","Black SNAP percentage",0.100268576544315
"694","2018","68164","Asian SNAP percentage",0.0328638497652582
"695","2018","68164","Hispanic/Latino SNAP percentage",0.0772833723653396
"696","2018","68164","child poverty rate",0.1
"697","2019","68007","total households",4119
"698","2019","68007","total households, received SNAP",23
"699","2019","68007","total households, White householder",3994
"700","2019","68007","White households, received SNAP",84
"701","2019","68007","total households, Black householder",11
"702","2019","68007","Black households, received SNAP",0
"703","2019","68007","total households, Asian householder",67
"704","2019","68007","Asian households, received SNAP",0
"705","2019","68007","total households, Hispanic/Latino (any race)",137
"706","2019","68007","Hispanic/Latino households, received SNAP",0
"707","2019","68007","total population",12158
"708","2019","68007","total population under 18",3983
"709","2019","68007","median age total population",35.3
"710","2019","68007","median age male",35.3
"711","2019","68007","median age female",35.4
"712","2019","68007","limited English households, total",4
"713","2019","68007","limited English households, percentage",0.1
"714","2019","68007","total population under 18 in poverty status",75
"715","2019","68007","total SNAP percentage",0.00558387958242292
"716","2019","68007","White SNAP percentage",0.0210315473209815
"717","2019","68007","Black SNAP percentage",0
"718","2019","68007","Asian SNAP percentage",0
"719","2019","68007","Hispanic/Latino SNAP percentage",0
"720","2019","68007","child poverty rate",0.0188300276173738
"721","2019","68022","total households",9147
"722","2019","68022","total households, received SNAP",15
"723","2019","68022","total households, White householder",8677
"724","2019","68022","White households, received SNAP",45
"725","2019","68022","total households, Black householder",107
"726","2019","68022","Black households, received SNAP",0
"727","2019","68022","total households, Asian householder",250
"728","2019","68022","Asian households, received SNAP",0
"729","2019","68022","total households, Hispanic/Latino (any race)",96
"730","2019","68022","Hispanic/Latino households, received SNAP",0
"731","2019","68022","total population",25050
"732","2019","68022","total population under 18",7604
"733","2019","68022","median age total population",35.2
"734","2019","68022","median age male",33.4
"735","2019","68022","median age female",36.4
"736","2019","68022","limited English households, total",19
"737","2019","68022","limited English households, percentage",0.2
"738","2019","68022","total population under 18 in poverty status",143
"739","2019","68022","total SNAP percentage",0.00163988192850115
"740","2019","68022","White SNAP percentage",0.00518612423648726
"741","2019","68022","Black SNAP percentage",0
"742","2019","68022","Asian SNAP percentage",0
"743","2019","68022","Hispanic/Latino SNAP percentage",0
"744","2019","68022","child poverty rate",0.0188058916359811
"745","2019","68102","total households",4416
"746","2019","68102","total households, received SNAP",50
"747","2019","68102","total households, White householder",3339
"748","2019","68102","White households, received SNAP",135
"749","2019","68102","total households, Black householder",528
"750","2019","68102","Black households, received SNAP",138
"751","2019","68102","total households, Asian householder",288
"752","2019","68102","Asian households, received SNAP",28
"753","2019","68102","total households, Hispanic/Latino (any race)",289
"754","2019","68102","Hispanic/Latino households, received SNAP",42
"755","2019","68102","total population",8557
"756","2019","68102","total population under 18",279
"757","2019","68102","median age total population",30.8
"758","2019","68102","median age male",33
"759","2019","68102","median age female",26.5
"760","2019","68102","limited English households, total",105
"761","2019","68102","limited English households, percentage",2.4
"762","2019","68102","total population under 18 in poverty status",54
"763","2019","68102","total SNAP percentage",0.0113224637681159
"764","2019","68102","White SNAP percentage",0.0404312668463612
"765","2019","68102","Black SNAP percentage",0.261363636363636
"766","2019","68102","Asian SNAP percentage",0.0972222222222222
"767","2019","68102","Hispanic/Latino SNAP percentage",0.145328719723183
"768","2019","68102","child poverty rate",0.193548387096774
"769","2019","68104","total households",14273
"770","2019","68104","total households, received SNAP",1573
"771","2019","68104","total households, White householder",8469
"772","2019","68104","White households, received SNAP",1004
"773","2019","68104","total households, Black householder",4399
"774","2019","68104","Black households, received SNAP",1259
"775","2019","68104","total households, Asian householder",860
"776","2019","68104","Asian households, received SNAP",375
"777","2019","68104","total households, Hispanic/Latino (any race)",646
"778","2019","68104","Hispanic/Latino households, received SNAP",158
"779","2019","68104","total population",36879
"780","2019","68104","total population under 18",9767
"781","2019","68104","median age total population",34.1
"782","2019","68104","median age male",32.6
"783","2019","68104","median age female",35.1
"784","2019","68104","limited English households, total",754
"785","2019","68104","limited English households, percentage",5.3
"786","2019","68104","total population under 18 in poverty status",2770
"787","2019","68104","total SNAP percentage",0.110208085195824
"788","2019","68104","White SNAP percentage",0.118550005903885
"789","2019","68104","Black SNAP percentage",0.28620140941123
"790","2019","68104","Asian SNAP percentage",0.436046511627907
"791","2019","68104","Hispanic/Latino SNAP percentage",0.244582043343653
"792","2019","68104","child poverty rate",0.283608067984028
"793","2019","68105","total households",9629
"794","2019","68105","total households, received SNAP",798
"795","2019","68105","total households, White householder",7876
"796","2019","68105","White households, received SNAP",1211
"797","2019","68105","total households, Black householder",762
"798","2019","68105","Black households, received SNAP",239
"799","2019","68105","total households, Asian householder",315
"800","2019","68105","Asian households, received SNAP",49
"801","2019","68105","total households, Hispanic/Latino (any race)",2106
"802","2019","68105","Hispanic/Latino households, received SNAP",493
"803","2019","68105","total population",23403
"804","2019","68105","total population under 18",5518
"805","2019","68105","median age total population",32.2
"806","2019","68105","median age male",32.4
"807","2019","68105","median age female",31.9
"808","2019","68105","limited English households, total",926
"809","2019","68105","limited English households, percentage",9.6
"810","2019","68105","total population under 18 in poverty status",1698
"811","2019","68105","total SNAP percentage",0.0828746494963132
"812","2019","68105","White SNAP percentage",0.153758252920264
"813","2019","68105","Black SNAP percentage",0.313648293963255
"814","2019","68105","Asian SNAP percentage",0.155555555555556
"815","2019","68105","Hispanic/Latino SNAP percentage",0.234093067426401
"816","2019","68105","child poverty rate",0.307720188474085
"817","2019","68106","total households",9512
"818","2019","68106","total households, received SNAP",211
"819","2019","68106","total households, White householder",8584
"820","2019","68106","White households, received SNAP",375
"821","2019","68106","total households, Black householder",223
"822","2019","68106","Black households, received SNAP",17
"823","2019","68106","total households, Asian householder",329
"824","2019","68106","Asian households, received SNAP",0
"825","2019","68106","total households, Hispanic/Latino (any race)",498
"826","2019","68106","Hispanic/Latino households, received SNAP",48
"827","2019","68106","total population",20396
"828","2019","68106","total population under 18",3547
"829","2019","68106","median age total population",34.4
"830","2019","68106","median age male",34.2
"831","2019","68106","median age female",34.6
"832","2019","68106","limited English households, total",201
"833","2019","68106","limited English households, percentage",2.1
"834","2019","68106","total population under 18 in poverty status",284
"835","2019","68106","total SNAP percentage",0.0221825063078217
"836","2019","68106","White SNAP percentage",0.043685927306617
"837","2019","68106","Black SNAP percentage",0.0762331838565022
"838","2019","68106","Asian SNAP percentage",0
"839","2019","68106","Hispanic/Latino SNAP percentage",0.0963855421686747
"840","2019","68106","child poverty rate",0.0800676628136453
"841","2019","68107","total households",9229
"842","2019","68107","total households, received SNAP",1399
"843","2019","68107","total households, White householder",7730
"844","2019","68107","White households, received SNAP",1251
"845","2019","68107","total households, Black householder",487
"846","2019","68107","Black households, received SNAP",321
"847","2019","68107","total households, Asian householder",8
"848","2019","68107","Asian households, received SNAP",0
"849","2019","68107","total households, Hispanic/Latino (any race)",4462
"850","2019","68107","Hispanic/Latino households, received SNAP",903
"851","2019","68107","total population",30428
"852","2019","68107","total population under 18",10314
"853","2019","68107","median age total population",28.3
"854","2019","68107","median age male",28
"855","2019","68107","median age female",28.4
"856","2019","68107","limited English households, total",1557
"857","2019","68107","limited English households, percentage",16.9
"858","2019","68107","total population under 18 in poverty status",3343
"859","2019","68107","total SNAP percentage",0.15158738758262
"860","2019","68107","White SNAP percentage",0.161836998706339
"861","2019","68107","Black SNAP percentage",0.659137577002053
"862","2019","68107","Asian SNAP percentage",0
"863","2019","68107","Hispanic/Latino SNAP percentage",0.202375616315554
"864","2019","68107","child poverty rate",0.324122551871243
"865","2019","68108","total households",5107
"866","2019","68108","total households, received SNAP",661
"867","2019","68108","total households, White householder",4523
"868","2019","68108","White households, received SNAP",966
"869","2019","68108","total households, Black householder",230
"870","2019","68108","Black households, received SNAP",121
"871","2019","68108","total households, Asian householder",48
"872","2019","68108","Asian households, received SNAP",17
"873","2019","68108","total households, Hispanic/Latino (any race)",1738
"874","2019","68108","Hispanic/Latino households, received SNAP",466
"875","2019","68108","total population",14588
"876","2019","68108","total population under 18",4493
"877","2019","68108","median age total population",30.7
"878","2019","68108","median age male",30.5
"879","2019","68108","median age female",30.9
"880","2019","68108","limited English households, total",616
"881","2019","68108","limited English households, percentage",12.1
"882","2019","68108","total population under 18 in poverty status",1468
"883","2019","68108","total SNAP percentage",0.129430193851576
"884","2019","68108","White SNAP percentage",0.213575060800354
"885","2019","68108","Black SNAP percentage",0.526086956521739
"886","2019","68108","Asian SNAP percentage",0.354166666666667
"887","2019","68108","Hispanic/Latino SNAP percentage",0.268124280782509
"888","2019","68108","child poverty rate",0.326730469619408
"889","2019","68110","total households",3235
"890","2019","68110","total households, received SNAP",458
"891","2019","68110","total households, White householder",1266
"892","2019","68110","White households, received SNAP",419
"893","2019","68110","total households, Black householder",1836
"894","2019","68110","Black households, received SNAP",589
"895","2019","68110","total households, Asian householder",58
"896","2019","68110","Asian households, received SNAP",28
"897","2019","68110","total households, Hispanic/Latino (any race)",265
"898","2019","68110","Hispanic/Latino households, received SNAP",79
"899","2019","68110","total population",9902
"900","2019","68110","total population under 18",2599
"901","2019","68110","median age total population",35.6
"902","2019","68110","median age male",34
"903","2019","68110","median age female",36.9
"904","2019","68110","limited English households, total",229
"905","2019","68110","limited English households, percentage",7.1
"906","2019","68110","total population under 18 in poverty status",995
"907","2019","68110","total SNAP percentage",0.141576506955178
"908","2019","68110","White SNAP percentage",0.330963665086888
"909","2019","68110","Black SNAP percentage",0.320806100217865
"910","2019","68110","Asian SNAP percentage",0.482758620689655
"911","2019","68110","Hispanic/Latino SNAP percentage",0.29811320754717
"912","2019","68110","child poverty rate",0.38283955367449
"913","2019","68111","total households",8135
"914","2019","68111","total households, received SNAP",1756
"915","2019","68111","total households, White householder",2636
"916","2019","68111","White households, received SNAP",953
"917","2019","68111","total households, Black householder",4829
"918","2019","68111","Black households, received SNAP",1890
"919","2019","68111","total households, Asian householder",170
"920","2019","68111","Asian households, received SNAP",97
"921","2019","68111","total households, Hispanic/Latino (any race)",688
"922","2019","68111","Hispanic/Latino households, received SNAP",156
"923","2019","68111","total population",22724
"924","2019","68111","total population under 18",7658
"925","2019","68111","median age total population",30.6
"926","2019","68111","median age male",26.2
"927","2019","68111","median age female",34.2
"928","2019","68111","limited English households, total",502
"929","2019","68111","limited English households, percentage",6.2
"930","2019","68111","total population under 18 in poverty status",3621
"931","2019","68111","total SNAP percentage",0.215857406269207
"932","2019","68111","White SNAP percentage",0.361532625189681
"933","2019","68111","Black SNAP percentage",0.391385379995858
"934","2019","68111","Asian SNAP percentage",0.570588235294118
"935","2019","68111","Hispanic/Latino SNAP percentage",0.226744186046512
"936","2019","68111","child poverty rate",0.472838861321494
"937","2019","68112","total households",4305
"938","2019","68112","total households, received SNAP",440
"939","2019","68112","total households, White householder",3243
"940","2019","68112","White households, received SNAP",423
"941","2019","68112","total households, Black householder",899
"942","2019","68112","Black households, received SNAP",377
"943","2019","68112","total households, Asian householder",37
"944","2019","68112","Asian households, received SNAP",0
"945","2019","68112","total households, Hispanic/Latino (any race)",321
"946","2019","68112","Hispanic/Latino households, received SNAP",34
"947","2019","68112","total population",11363
"948","2019","68112","total population under 18",3134
"949","2019","68112","median age total population",37.1
"950","2019","68112","median age male",35
"951","2019","68112","median age female",39
"952","2019","68112","limited English households, total",160
"953","2019","68112","limited English households, percentage",3.7
"954","2019","68112","total population under 18 in poverty status",1074
"955","2019","68112","total SNAP percentage",0.102206736353078
"956","2019","68112","White SNAP percentage",0.130434782608696
"957","2019","68112","Black SNAP percentage",0.419354838709677
"958","2019","68112","Asian SNAP percentage",0
"959","2019","68112","Hispanic/Latino SNAP percentage",0.105919003115265
"960","2019","68112","child poverty rate",0.342693044033184
"961","2019","68114","total households",8179
"962","2019","68114","total households, received SNAP",222
"963","2019","68114","total households, White householder",7044
"964","2019","68114","White households, received SNAP",210
"965","2019","68114","total households, Black householder",667
"966","2019","68114","Black households, received SNAP",116
"967","2019","68114","total households, Asian householder",246
"968","2019","68114","Asian households, received SNAP",14
"969","2019","68114","total households, Hispanic/Latino (any race)",242
"970","2019","68114","Hispanic/Latino households, received SNAP",32
"971","2019","68114","total population",17715
"972","2019","68114","total population under 18",3690
"973","2019","68114","median age total population",37.7
"974","2019","68114","median age male",34.9
"975","2019","68114","median age female",40.6
"976","2019","68114","limited English households, total",177
"977","2019","68114","limited English households, percentage",2.2
"978","2019","68114","total population under 18 in poverty status",294
"979","2019","68114","total SNAP percentage",0.0271426824795207
"980","2019","68114","White SNAP percentage",0.0298126064735945
"981","2019","68114","Black SNAP percentage",0.173913043478261
"982","2019","68114","Asian SNAP percentage",0.0569105691056911
"983","2019","68114","Hispanic/Latino SNAP percentage",0.132231404958678
"984","2019","68114","child poverty rate",0.0796747967479675
"985","2019","68116","total households",11447
"986","2019","68116","total households, received SNAP",179
"987","2019","68116","total households, White householder",10237
"988","2019","68116","White households, received SNAP",130
"989","2019","68116","total households, Black householder",376
"990","2019","68116","Black households, received SNAP",96
"991","2019","68116","total households, Asian householder",562
"992","2019","68116","Asian households, received SNAP",0
"993","2019","68116","total households, Hispanic/Latino (any race)",373
"994","2019","68116","Hispanic/Latino households, received SNAP",0
"995","2019","68116","total population",31318
"996","2019","68116","total population under 18",9072
"997","2019","68116","median age total population",34.4
"998","2019","68116","median age male",34.1
"999","2019","68116","median age female",34.6
"1000","2019","68116","limited English households, total",110
"1001","2019","68116","limited English households, percentage",1
"1002","2019","68116","total population under 18 in poverty status",419
"1003","2019","68116","total SNAP percentage",0.015637284878134
"1004","2019","68116","White SNAP percentage",0.0126990329198007
"1005","2019","68116","Black SNAP percentage",0.25531914893617
"1006","2019","68116","Asian SNAP percentage",0
"1007","2019","68116","Hispanic/Latino SNAP percentage",0
"1008","2019","68116","child poverty rate",0.0461860670194004
"1009","2019","68117","total households",3053
"1010","2019","68117","total households, received SNAP",201
"1011","2019","68117","total households, White householder",2622
"1012","2019","68117","White households, received SNAP",284
"1013","2019","68117","total households, Black householder",37
"1014","2019","68117","Black households, received SNAP",18
"1015","2019","68117","total households, Asian householder",38
"1016","2019","68117","Asian households, received SNAP",0
"1017","2019","68117","total households, Hispanic/Latino (any race)",652
"1018","2019","68117","Hispanic/Latino households, received SNAP",136
"1019","2019","68117","total population",8684
"1020","2019","68117","total population under 18",2448
"1021","2019","68117","median age total population",35
"1022","2019","68117","median age male",35.3
"1023","2019","68117","median age female",34.4
"1024","2019","68117","limited English households, total",76
"1025","2019","68117","limited English households, percentage",2.5
"1026","2019","68117","total population under 18 in poverty status",397
"1027","2019","68117","total SNAP percentage",0.0658368817556502
"1028","2019","68117","White SNAP percentage",0.108314263920671
"1029","2019","68117","Black SNAP percentage",0.486486486486487
"1030","2019","68117","Asian SNAP percentage",0
"1031","2019","68117","Hispanic/Latino SNAP percentage",0.208588957055215
"1032","2019","68117","child poverty rate",0.162173202614379
"1033","2019","68118","total households",3537
"1034","2019","68118","total households, received SNAP",82
"1035","2019","68118","total households, White householder",3441
"1036","2019","68118","White households, received SNAP",72
"1037","2019","68118","total households, Black householder",9
"1038","2019","68118","Black households, received SNAP",0
"1039","2019","68118","total households, Asian householder",66
"1040","2019","68118","Asian households, received SNAP",0
"1041","2019","68118","total households, Hispanic/Latino (any race)",36
"1042","2019","68118","Hispanic/Latino households, received SNAP",0
"1043","2019","68118","total population",10040
"1044","2019","68118","total population under 18",2799
"1045","2019","68118","median age total population",39.7
"1046","2019","68118","median age male",39.2
"1047","2019","68118","median age female",40.1
"1048","2019","68118","limited English households, total",0
"1049","2019","68118","limited English households, percentage",0
"1050","2019","68118","total population under 18 in poverty status",157
"1051","2019","68118","total SNAP percentage",0.0231834888323438
"1052","2019","68118","White SNAP percentage",0.020924149956408
"1053","2019","68118","Black SNAP percentage",0
"1054","2019","68118","Asian SNAP percentage",0
"1055","2019","68118","Hispanic/Latino SNAP percentage",0
"1056","2019","68118","child poverty rate",0.0560914612361558
"1057","2019","68122","total households",4212
"1058","2019","68122","total households, received SNAP",218
"1059","2019","68122","total households, White householder",2898
"1060","2019","68122","White households, received SNAP",104
"1061","2019","68122","total households, Black householder",1009
"1062","2019","68122","Black households, received SNAP",215
"1063","2019","68122","total households, Asian householder",169
"1064","2019","68122","Asian households, received SNAP",20
"1065","2019","68122","total households, Hispanic/Latino (any race)",142
"1066","2019","68122","Hispanic/Latino households, received SNAP",14
"1067","2019","68122","total population",12111
"1068","2019","68122","total population under 18",3588
"1069","2019","68122","median age total population",33.2
"1070","2019","68122","median age male",32.7
"1071","2019","68122","median age female",34
"1072","2019","68122","limited English households, total",98
"1073","2019","68122","limited English households, percentage",2.3
"1074","2019","68122","total population under 18 in poverty status",520
"1075","2019","68122","total SNAP percentage",0.0517568850902184
"1076","2019","68122","White SNAP percentage",0.0358868184955141
"1077","2019","68122","Black SNAP percentage",0.213082259663033
"1078","2019","68122","Asian SNAP percentage",0.118343195266272
"1079","2019","68122","Hispanic/Latino SNAP percentage",0.0985915492957746
"1080","2019","68122","child poverty rate",0.144927536231884
"1081","2019","68124","total households",6507
"1082","2019","68124","total households, received SNAP",234
"1083","2019","68124","total households, White householder",5881
"1084","2019","68124","White households, received SNAP",239
"1085","2019","68124","total households, Black householder",224
"1086","2019","68124","Black households, received SNAP",72
"1087","2019","68124","total households, Asian householder",290
"1088","2019","68124","Asian households, received SNAP",0
"1089","2019","68124","total households, Hispanic/Latino (any race)",248
"1090","2019","68124","Hispanic/Latino households, received SNAP",34
"1091","2019","68124","total population",15951
"1092","2019","68124","total population under 18",3596
"1093","2019","68124","median age total population",41.5
"1094","2019","68124","median age male",39.4
"1095","2019","68124","median age female",44.2
"1096","2019","68124","limited English households, total",113
"1097","2019","68124","limited English households, percentage",1.7
"1098","2019","68124","total population under 18 in poverty status",384
"1099","2019","68124","total SNAP percentage",0.0359612724757953
"1100","2019","68124","White SNAP percentage",0.0406393470498215
"1101","2019","68124","Black SNAP percentage",0.321428571428571
"1102","2019","68124","Asian SNAP percentage",0
"1103","2019","68124","Hispanic/Latino SNAP percentage",0.137096774193548
"1104","2019","68124","child poverty rate",0.10678531701891
"1105","2019","68127","total households",10000
"1106","2019","68127","total households, received SNAP",270
"1107","2019","68127","total households, White householder",8716
"1108","2019","68127","White households, received SNAP",556
"1109","2019","68127","total households, Black householder",445
"1110","2019","68127","Black households, received SNAP",9
"1111","2019","68127","total households, Asian householder",292
"1112","2019","68127","Asian households, received SNAP",0
"1113","2019","68127","total households, Hispanic/Latino (any race)",1076
"1114","2019","68127","Hispanic/Latino households, received SNAP",63
"1115","2019","68127","total population",22117
"1116","2019","68127","total population under 18",4448
"1117","2019","68127","median age total population",35.4
"1118","2019","68127","median age male",33.7
"1119","2019","68127","median age female",36.9
"1120","2019","68127","limited English households, total",319
"1121","2019","68127","limited English households, percentage",3.2
"1122","2019","68127","total population under 18 in poverty status",519
"1123","2019","68127","total SNAP percentage",0.027
"1124","2019","68127","White SNAP percentage",0.0637907296925195
"1125","2019","68127","Black SNAP percentage",0.0202247191011236
"1126","2019","68127","Asian SNAP percentage",0
"1127","2019","68127","Hispanic/Latino SNAP percentage",0.0585501858736059
"1128","2019","68127","child poverty rate",0.116681654676259
"1129","2019","68130","total households",7875
"1130","2019","68130","total households, received SNAP",91
"1131","2019","68130","total households, White householder",7306
"1132","2019","68130","White households, received SNAP",107
"1133","2019","68130","total households, Black householder",144
"1134","2019","68130","Black households, received SNAP",0
"1135","2019","68130","total households, Asian householder",311
"1136","2019","68130","Asian households, received SNAP",0
"1137","2019","68130","total households, Hispanic/Latino (any race)",141
"1138","2019","68130","Hispanic/Latino households, received SNAP",38
"1139","2019","68130","total population",21163
"1140","2019","68130","total population under 18",5948
"1141","2019","68130","median age total population",39.8
"1142","2019","68130","median age male",39.1
"1143","2019","68130","median age female",40.5
"1144","2019","68130","limited English households, total",82
"1145","2019","68130","limited English households, percentage",1
"1146","2019","68130","total population under 18 in poverty status",182
"1147","2019","68130","total SNAP percentage",0.0115555555555556
"1148","2019","68130","White SNAP percentage",0.0146454968519025
"1149","2019","68130","Black SNAP percentage",0
"1150","2019","68130","Asian SNAP percentage",0
"1151","2019","68130","Hispanic/Latino SNAP percentage",0.269503546099291
"1152","2019","68130","child poverty rate",0.0305985205110962
"1153","2019","68131","total households",5411
"1154","2019","68131","total households, received SNAP",326
"1155","2019","68131","total households, White householder",4016
"1156","2019","68131","White households, received SNAP",402
"1157","2019","68131","total households, Black householder",872
"1158","2019","68131","Black households, received SNAP",316
"1159","2019","68131","total households, Asian householder",363
"1160","2019","68131","Asian households, received SNAP",62
"1161","2019","68131","total households, Hispanic/Latino (any race)",509
"1162","2019","68131","Hispanic/Latino households, received SNAP",39
"1163","2019","68131","total population",13396
"1164","2019","68131","total population under 18",2499
"1165","2019","68131","median age total population",28
"1166","2019","68131","median age male",28.4
"1167","2019","68131","median age female",27.7
"1168","2019","68131","limited English households, total",480
"1169","2019","68131","limited English households, percentage",8.9
"1170","2019","68131","total population under 18 in poverty status",842
"1171","2019","68131","total SNAP percentage",0.0602476436887821
"1172","2019","68131","White SNAP percentage",0.100099601593625
"1173","2019","68131","Black SNAP percentage",0.362385321100917
"1174","2019","68131","Asian SNAP percentage",0.170798898071625
"1175","2019","68131","Hispanic/Latino SNAP percentage",0.0766208251473477
"1176","2019","68131","child poverty rate",0.336934773909564
"1177","2019","68132","total households",5644
"1178","2019","68132","total households, received SNAP",243
"1179","2019","68132","total households, White householder",4637
"1180","2019","68132","White households, received SNAP",284
"1181","2019","68132","total households, Black householder",605
"1182","2019","68132","Black households, received SNAP",155
"1183","2019","68132","total households, Asian householder",217
"1184","2019","68132","Asian households, received SNAP",46
"1185","2019","68132","total households, Hispanic/Latino (any race)",234
"1186","2019","68132","Hispanic/Latino households, received SNAP",22
"1187","2019","68132","total population",14319
"1188","2019","68132","total population under 18",3110
"1189","2019","68132","median age total population",32.2
"1190","2019","68132","median age male",32.8
"1191","2019","68132","median age female",31.7
"1192","2019","68132","limited English households, total",265
"1193","2019","68132","limited English households, percentage",4.7
"1194","2019","68132","total population under 18 in poverty status",383
"1195","2019","68132","total SNAP percentage",0.0430545712260808
"1196","2019","68132","White SNAP percentage",0.0612464955790382
"1197","2019","68132","Black SNAP percentage",0.256198347107438
"1198","2019","68132","Asian SNAP percentage",0.211981566820276
"1199","2019","68132","Hispanic/Latino SNAP percentage",0.094017094017094
"1200","2019","68132","child poverty rate",0.123151125401929
"1201","2019","68134","total households",12670
"1202","2019","68134","total households, received SNAP",622
"1203","2019","68134","total households, White householder",9624
"1204","2019","68134","White households, received SNAP",878
"1205","2019","68134","total households, Black householder",2520
"1206","2019","68134","Black households, received SNAP",649
"1207","2019","68134","total households, Asian householder",121
"1208","2019","68134","Asian households, received SNAP",0
"1209","2019","68134","total households, Hispanic/Latino (any race)",732
"1210","2019","68134","Hispanic/Latino households, received SNAP",102
"1211","2019","68134","total population",29660
"1212","2019","68134","total population under 18",6685
"1213","2019","68134","median age total population",36.1
"1214","2019","68134","median age male",34.3
"1215","2019","68134","median age female",37.4
"1216","2019","68134","limited English households, total",203
"1217","2019","68134","limited English households, percentage",1.6
"1218","2019","68134","total population under 18 in poverty status",960
"1219","2019","68134","total SNAP percentage",0.0490923441199684
"1220","2019","68134","White SNAP percentage",0.0912302576891106
"1221","2019","68134","Black SNAP percentage",0.257539682539683
"1222","2019","68134","Asian SNAP percentage",0
"1223","2019","68134","Hispanic/Latino SNAP percentage",0.139344262295082
"1224","2019","68134","child poverty rate",0.143605086013463
"1225","2019","68135","total households",9819
"1226","2019","68135","total households, received SNAP",106
"1227","2019","68135","total households, White householder",9225
"1228","2019","68135","White households, received SNAP",171
"1229","2019","68135","total households, Black householder",98
"1230","2019","68135","Black households, received SNAP",0
"1231","2019","68135","total households, Asian householder",294
"1232","2019","68135","Asian households, received SNAP",0
"1233","2019","68135","total households, Hispanic/Latino (any race)",413
"1234","2019","68135","Hispanic/Latino households, received SNAP",18
"1235","2019","68135","total population",29663
"1236","2019","68135","total population under 18",9230
"1237","2019","68135","median age total population",34.9
"1238","2019","68135","median age male",34.3
"1239","2019","68135","median age female",35.6
"1240","2019","68135","limited English households, total",120
"1241","2019","68135","limited English households, percentage",1.2
"1242","2019","68135","total population under 18 in poverty status",274
"1243","2019","68135","total SNAP percentage",0.0107953966799063
"1244","2019","68135","White SNAP percentage",0.0185365853658537
"1245","2019","68135","Black SNAP percentage",0
"1246","2019","68135","Asian SNAP percentage",0
"1247","2019","68135","Hispanic/Latino SNAP percentage",0.0435835351089588
"1248","2019","68135","child poverty rate",0.0296858071505959
"1249","2019","68137","total households",10381
"1250","2019","68137","total households, received SNAP",279
"1251","2019","68137","total households, White householder",9417
"1252","2019","68137","White households, received SNAP",382
"1253","2019","68137","total households, Black householder",284
"1254","2019","68137","Black households, received SNAP",45
"1255","2019","68137","total households, Asian householder",169
"1256","2019","68137","Asian households, received SNAP",5
"1257","2019","68137","total households, Hispanic/Latino (any race)",427
"1258","2019","68137","Hispanic/Latino households, received SNAP",49
"1259","2019","68137","total population",25704
"1260","2019","68137","total population under 18",6451
"1261","2019","68137","median age total population",36.2
"1262","2019","68137","median age male",35
"1263","2019","68137","median age female",37.9
"1264","2019","68137","limited English households, total",159
"1265","2019","68137","limited English households, percentage",1.5
"1266","2019","68137","total population under 18 in poverty status",254
"1267","2019","68137","total SNAP percentage",0.0268760235044793
"1268","2019","68137","White SNAP percentage",0.0405649357544866
"1269","2019","68137","Black SNAP percentage",0.158450704225352
"1270","2019","68137","Asian SNAP percentage",0.029585798816568
"1271","2019","68137","Hispanic/Latino SNAP percentage",0.114754098360656
"1272","2019","68137","child poverty rate",0.039373740505348
